customer_id,name,email,plan_type,monthly_charge,signup_date,last_login_date,support_tickets,tenure_days,churned
2083,Gail Smith,zdavis@example.com,Basic ,9.99,2025-12-03,2026-02-02,0,225,1
2094,Christina Ross,ramirezfrank@example.com,PRO,39.99,2026-05-12,2026-06-18,0,65,0
2041,Jeffrey Morales,stewartwendy@example.com,pro,39.99,2024-12-10,,0,583,0
2310,Linda Evans,perkinsmichelle@example.org,Premium ,19.99,2025-11-30,2026-03-10,1,228,1
2006,Joshua Smith,garciakenneth@example.net,Pro,39.99,2026-03-27,2026-05-12,1,111,0
2826,Sheena Rodriguez,janet71@example.org,Pro ,39.99,2025-07-05,2025-12-05,0,376,1
2022,Amanda Potter,alexwall@example.net,Basic,9.99,2026-05-09,2026-06-08,0,68,0
2687,Elizabeth Jackson,rickey20@example.org,Pro,39.99,2026-03-22,2026-06-17,4,116,0
2703,Courtney Sanders,bcooper@example.net,Pro ,39.99,2024-10-20,2026-07-14,1,634,0
1342,Margaret Tanner,nsmith@example.org,pro,39.99,2025-11-12,2026-02-06,2,246,1
2813,Dustin Anderson,jackierichardson@example.com,Pro ,39.99,2025-12-02,2026-06-09,2,226,0
1450,Ricky Eaton,shawdon@example.org,Basic,9.99,2024-12-22,,1,571,0
2505,Arthur Hammond,jennifer73@example.com,PREM,19.99,2024-08-01,2025-02-11,0,714,1
2779,Abigail Williams,lauriewatson@example.org,Basic,9.99,2025-08-29,2026-06-06,3,321,0
2433,Andrew Jenkins,vanessamartinez@example.net,Premium ,19.99,2025-03-19,2026-06-17,0,484,0
1220,Elizabeth Johnson,lisa39@example.org,Basic ,9.99,2024-08-15,2025-04-13,3,700,1
1211,Christopher Stevens,jennifer05@example.com,Premium,19.99,2025-08-16,2026-04-25,1,334,1
1464,Justin Webb,becky62@example.net,PREM,19.99,2024-10-06,2025-03-03,2,648,1
1111,Leonard Holland,tblankenship@example.net,Pro,39.99,2025-04-26,2025-06-27,1,446,1
2829,Megan Griffin,fcarlson@example.org,Pro ,39.99,2024-12-05,2025-10-31,1,588,0
2317,Veronica Valdez,rchan@example.org,Premium ,19.99,2026-04-28,2026-06-04,2,79,0
2292,Susan Sanchez,smithantonio@example.net,Pro ,39.99,2025-04-25,2025-12-13,1,447,1
1289,Melissa Horn,brobinson@example.org,basic,9.99,2025-06-26,,0,385,0
1611,Nicholas Fisher,keith09@example.net,Pro ,39.99,2025-02-12,2026-03-26,0,519,1
2332,Gary White,shawn60@example.com,basic,9.99,2025-08-21,2025-08-23,1,329,1
1538,Allison Torres,christina79@example.org,Premium,19.99,2025-05-19,2026-06-13,1,423,0
1306,Logan Brown,davidzimmerman@example.net,Premium,19.99,2024-07-22,2025-07-16,0,724,1
1188,David Davis,sonia96@example.org,Pro ,39.99,2026-05-19,2026-07-10,0,58,0
2425,Adrian Hernandez,sandra57@example.org,Basic,9.99,2026-04-07,2026-04-12,5,100,1
2490,Tiffany Best,vincentmorris@example.net,pro,39.99,2025-10-27,2025-11-01,1,262,1
1482,Daniel Carpenter,michael42@example.net,Premium ,19.99,2025-01-14,2025-06-10,0,548,0
2608,Carly King,tuckervanessa@example.org,BASIC,9.99,2024-08-13,2024-11-19,1,702,1
1692,Alyssa Olsen,davidbenson@example.net,Premium,19.99,2024-12-20,2025-03-01,3,573,0
2557,Jasmine Lewis,boonericky@example.com,Pro ,39.99,2025-05-20,2026-03-27,3,422,1
1530,Thomas Navarro,laura27@example.net,Premium ,19.99,2025-11-18,2026-06-02,2,240,0
2791,Maria Thompson,mmcdaniel@example.com,basic,9.99,2026-01-17,2026-05-28,1,180,0
2293,James Logan,nicole81@example.net,PREM,19.99,2026-01-09,2026-05-10,1,188,1
2378,Annette Knapp,danielmelissa@example.com,pro,39.99,2025-03-23,,0,480,1
1535,Patrick Kelley,christopher86@example.net,Pro ,39.99,2024-10-14,2025-01-08,1,640,1
2575,Elijah Johnson,bgonzalez@example.org,PRO,39.99,2025-05-15,2026-02-11,3,427,1
2318,Elizabeth Thomas,jessica57@example.com,Basic,9.99,2025-05-08,2025-10-25,2,434,0
2283,Bonnie Lawson,davisjeffery@example.org,Premium,19.99,2025-08-18,2025-10-16,0,332,1
1239,Phillip Burns,umurray@example.com,Pro ,39.99,2024-11-10,2026-01-25,0,613,1
1367,Danny Clark,xpalmer@example.net,Pro,39.99,2024-07-21,2026-05-12,4,725,1
2720,Kara Sanders MD,bcompton@example.net,Pro ,39.99,2025-05-20,2026-04-01,2,422,1
2812,Melanie Garrett,sandraheath@example.net,Premiun,19.99,2025-10-23,2026-07-11,0,266,0
1721,James Weber,jpowers@example.org,basic,9.99,2026-03-23,2026-06-03,2,115,0
2914,Fred Ross,kelsey70@example.net,Pro ,39.99,2025-09-18,2026-01-06,0,301,0
2333,Alicia Perez,ohernandez@example.net,Basic,9.99,2025-10-30,2026-01-22,2,259,1
1599,Daniel Taylor,shermandonna@example.com,Basic ,9.99,2025-07-21,2025-12-08,0,360,0
2368,Crystal Gonzales,weaverchelsea@example.org,pro,39.99,2024-09-02,2026-07-01,1,682,0
2429,James Hart,hmack@example.org,Basic ,9.99,2025-12-30,2026-01-05,2,198,1
2629,Kristen Juarez,weberantonio@example.net,pro,39.99,2025-02-21,2025-07-30,1,510,1
1654,Leslie Hernandez,butlerbradley@example.com,Pro ,39.99,2025-12-10,2026-03-29,2,218,1
1532,Sean Kane,julieatkinson@example.org,Premium,19.99,2025-10-01,2026-04-01,2,288,1
1065,Karen Graham,marcus31@example.com,Basic,9.99,2026-03-24,2026-04-20,2,114,1
2983,Veronica Jones,nicholas90@example.org,Pro ,39.99,2025-08-26,2026-07-01,3,324,1
1124,Brandon Simmons,nicholas27@example.org,PRO,39.99,2024-09-16,2024-11-12,4,668,1
1100,Lisa Allen,jesselittle@example.com,premium,19.99,2025-01-09,2025-01-14,2,553,0
1900,Troy Williams DVM,davidthompson@example.net,Pro,39.99,2026-02-16,2026-07-05,1,150,0
1210,Jesse Davidson,ismall@example.net,Pro,39.99,2025-06-07,2025-08-23,1,404,1
2230,Heather Roberson,alyssa93@example.org,Premiun,19.99,2026-05-07,2026-07-04,1,70,0
2523,Claire Jenkins,suttonbrittney@example.net,PREM,19.99,2026-01-12,2026-07-04,0,185,0
2181,Jose Moreno,wstrong@example.org,basic,9.99,2025-04-22,2025-12-28,1,450,1
1905,Larry Jones,jennifergonzalez@example.org,pro,39.99,2024-07-17,2026-04-06,2,729,1
1939,Anne Morris,hornjenna@example.com,Premium,19.99,2025-10-16,2026-03-22,1,273,0
2851,Mary Williams,chapmanjerome@example.org,Premiun,19.99,2025-01-12,2026-03-22,1,550,1
2978,Megan Fitzgerald,andersoncynthia@example.org,Basic,9.99,2025-01-24,2026-02-12,1,538,1
1519,Christina Washington,johnsondarlene@example.com,Pro ,39.99,2025-10-18,2026-03-09,2,271,1
1471,Brandon Mitchell,michael43@example.net,Premium ,19.99,2026-05-20,2026-06-14,3,57,0
1705,Rebecca Harding,thomas96@example.com,Premiun,19.99,2025-07-07,,1,374,0
2493,Lisa Baker,william23@example.net,basic,9.99,2025-01-10,2025-04-28,3,552,1
1746,Roger Acosta,robertortiz@example.org,BASIC,9.99,2024-08-04,2026-06-29,1,711,0
1196,Linda Romero,terickson@example.com,pro,39.99,2026-02-06,2026-04-05,3,160,1
1630,Robin Jones,aaronfinley@example.com,Premiun,19.99,2024-10-07,2025-09-18,0,647,0
1184,Scott Miller,debra96@example.net,Premium,19.99,2025-10-05,2026-02-23,3,284,1
1486,Kelly Le,jevans@example.net,Basic,9.99,2024-08-17,2024-10-25,1,698,1
1297,Jessica Bowen,samanthajensen@example.com,BASIC,9.99,2026-03-08,2026-03-19,1,130,1
2954,Melissa Wolf,joneskevin@example.net,PREM,19.99,2026-04-12,2026-07-11,1,95,0
2785,Rose Mclaughlin,marymartinez@example.net,PREM,19.99,2024-10-23,2026-04-06,1,631,0
2758,Ryan Hood Jr.,troybrady@example.net,basic,9.99,2025-07-22,2026-03-23,1,359,1
2820,Courtney Page,antonio01@example.org,Basic,9.99,2025-09-19,2026-06-18,1,300,0
1485,Robert Rodgers,lshaffer@example.com,Basic ,9.99,2025-06-29,2026-07-14,1,382,0
2385,Brianna Peterson,randy61@example.net,Premiun,19.99,2026-02-05,2026-06-27,0,161,0
2262,Christopher Hernandez,paul70@example.com,PRO,39.99,2026-05-16,,0,61,1
2677,Amy Mccoy,ballvanessa@example.com,basic,9.99,2025-04-06,2025-05-29,3,466,1
1411,Sydney Farmer,raymond54@example.com,PREM,19.99,2026-01-29,2026-02-21,1,168,1
1495,David Mitchell,davidroberson@example.org,PREM,19.99,2024-08-08,2025-04-17,0,707,0
1720,Karen Clark,pearsonkevin@example.com,Basic ,9.99,2025-05-14,2025-12-31,1,428,1
1316,Matthew Sweeney,dalton83@example.com,PRO,39.99,2025-06-24,,3,387,1
1759,Marcus Chavez,jasonwilliams@example.net,basic,9.99,2025-01-29,,3,533,1
2222,Daniel Rivera,frankespinoza@example.com,Premium,19.99,2024-07-21,2025-05-18,1,725,0
1807,Bryan Bailey PhD,tolson@example.net,Premium ,19.99,2025-05-27,2025-10-14,1,415,1
1069,Matthew Wood,ronald85@example.com,PRO,39.99,2025-11-18,2026-01-22,0,240,1
1212,Scott Prince,frobertson@example.com,Pro,39.99,2025-10-26,2025-12-13,1,263,1
2702,Brandi Brown,cassandra18@example.net,PREM,19.99,2026-01-06,2026-03-01,0,191,0
1065,Karen Graham,marcus31@example.com,Basic,9.99,2026-03-24,2026-04-20,2,114,1
1529,Henry Taylor,pamela33@example.com,PRO,39.99,2026-02-02,2026-02-17,1,164,1
2322,Nathan Harrison,harringtonpeter@example.net,PRO,39.99,2025-06-20,2025-10-07,0,391,1
2671,Michelle Velasquez,holmesamber@example.org,basic,9.99,2026-01-25,2026-03-07,1,172,1
1382,Kiara Smith,simsjohn@example.net,Premiun,19.99,2026-03-20,2026-04-25,0,118,1
1099,James Thomas,yknight@example.org,PRO,39.99,2024-11-10,2024-12-28,0,613,1
1832,Sierra Daniel,james08@example.net,Premium,19.99,2025-01-08,2025-11-14,2,554,0
1247,Anna Rice,hallrachel@example.net,pro,39.99,2026-03-28,2026-05-19,2,110,0
2883,Kyle David,agalvan@example.com,PRO,39.99,2025-05-23,,0,419,1
2998,Wendy Nelson,mvelazquez@example.net,PRO,39.99,2025-04-08,2026-04-17,1,464,0
1128,Laura Aguirre,lynchdiane@example.net,pro,39.99,2025-01-18,2025-04-26,1,544,1
2270,Andrew Rodriguez,schmidtrandy@example.org,basic,9.99,2024-09-11,2024-11-13,0,673,1
2802,Jose Lopez,zglass@example.org,Premium ,19.99,2024-12-03,2025-05-16,1,590,1
2333,Alicia Perez,ohernandez@example.net,Basic,9.99,2025-10-30,2026-01-22,2,259,1
1949,Catherine Peters,david29@example.org,Basic,9.99,2025-10-14,2025-11-07,3,275,1
1548,Chad Blair,robertberry@example.com,basic,9.99,2026-05-25,2026-07-11,0,52,0
1543,Matthew Smith,qguerrero@example.net,Premiun,19.99,2025-03-24,2025-05-14,2,479,0
2412,Nicole Duncan,daniellestevenson@example.net,Basic ,9.99,2024-08-03,2026-06-22,2,712,0
1438,Kevin Lynn,david31@example.com,Premium ,19.99,2025-09-21,2026-06-16,0,298,0
2601,Melissa Patrick,stephanie44@example.net,Pro,39.99,2025-11-20,2026-02-23,0,238,0
2284,Richard Navarro,wpierce@example.org,Premium,19.99,2025-05-03,2026-01-21,2,439,0
1299,Danielle Burke,kimberly04@example.org,Premiun,19.99,2025-07-12,2026-01-16,1,369,1
1962,Vanessa Zimmerman,erikabarnes@example.com,Premiun,19.99,2024-11-20,,0,603,1
1514,Andrew Mann,amy73@example.net,Premium ,19.99,2024-11-22,2025-06-18,4,601,1
2335,Alexander Guzman,chanamber@example.org,PREM,19.99,2025-03-01,2025-08-06,2,502,1
2285,Jack Garcia,wayne86@example.org,Premium ,19.99,2026-03-08,2026-05-11,1,130,0
2078,Richard Martinez,haley53@example.com,premium,19.99,2025-08-16,2025-12-01,0,334,0
1429,Natalie Graham,burgesseric@example.com,Pro ,39.99,2025-11-28,2025-12-06,0,230,1
1321,Randy Hayes,hbaker@example.org,PRO,39.99,2024-11-02,2026-01-02,1,621,0
1427,Katelyn Phillips,lukemiller@example.org,Pro ,39.99,2024-11-09,2026-06-19,1,614,0
2316,Christine Powers,eric62@example.org,pro,39.99,2025-09-15,2025-11-01,0,304,1
1812,Kelly Christensen,martinezsharon@example.org,Basic,9.99,2026-05-19,2026-06-03,2,58,0
1940,John Merritt,jefferygoodman@example.net,Premium,19.99,2025-10-13,2026-01-20,1,276,1
2233,Tammie Lee,harold03@example.com,basic,9.99,2025-03-24,2025-06-25,2,479,0
1275,Hannah Bruce,lisamccarthy@example.com,Premiun,19.99,2026-04-19,2026-06-09,0,88,0
1254,James Ward,smithkyle@example.com,Premium ,19.99,2025-12-29,2026-01-18,1,199,0
2564,Sarah Werner,brandon31@example.net,Premiun,19.99,2026-04-17,,5,90,1
2054,Ryan Barker,swalters@example.net,pro,39.99,2026-05-02,2026-07-08,0,75,1
1922,Isabella Montgomery,qrobertson@example.org,pro,39.99,2024-07-17,,4,729,1
2769,Roy Cook,josephjohnson@example.com,Pro,39.99,2024-12-09,2025-06-06,0,584,0
1964,Jennifer Edwards,walterschase@example.org,pro,39.99,2026-05-07,2026-05-18,2,70,0
1432,Ryan Howard,robertsgina@example.net,PRO,39.99,2024-09-13,2026-02-08,0,671,0
1937,Shannon Luna,tracey20@example.net,BASIC,9.99,2025-04-15,2025-10-25,0,457,1
1786,Jessica Bryant,villegaskimberly@example.net,Premium,19.99,2026-01-13,,1,184,1
1693,Blake Vazquez,joneskim@example.com,basic,9.99,2024-08-13,2024-10-27,0,702,0
1849,Erin Singh,richardmckenzie@example.org,BASIC,9.99,2025-03-25,2025-04-29,3,478,1
1944,Michael Pope,stricklandmichelle@example.net,PREM,19.99,2025-04-08,2026-01-26,0,464,1
2619,Matthew Powers,bmartin@example.org,Pro,39.99,2025-12-07,2026-02-24,1,221,0
1561,Matthew Davis,whitebrenda@example.net,Premiun,19.99,2025-08-01,2025-12-16,0,349,1
2144,Jeanette Howard,tammyjones@example.net,BASIC,9.99,2024-12-30,2025-10-17,2,563,1
1305,Melanie Jones,pblair@example.org,PREM,19.99,2025-01-02,2026-06-03,2,560,0
2187,Tony Khan,russellramirez@example.net,Premium ,19.99,2025-02-20,2025-08-16,0,511,0
2566,Thomas Perez,garrett13@example.org,pro,39.99,2025-09-22,2026-03-11,2,297,0
1607,Darius Coleman,lanemelanie@example.org,Pro ,39.99,2025-11-25,2026-01-26,2,233,1
1115,Maria Brown,james17@example.org,PRO,39.99,2025-10-21,2026-04-10,5,268,0
2716,Laura Bennett,maria99@example.net,basic,9.99,2025-12-07,,2,221,0
1231,Darin Mathews,lindamelendez@example.net,Premiun,19.99,2025-04-29,2025-10-30,2,443,0
2878,Brian Chen,jeremy00@example.net,Basic ,9.99,2026-04-28,2026-05-31,1,79,1
2831,Jessica Hernandez,brenda83@example.org,Pro ,39.99,2025-11-16,2026-03-10,0,242,1
2724,Bridget Guerrero,bowerspatrick@example.com,PREM,19.99,2025-03-13,2026-01-15,0,490,1
1982,Anthony Russell,isabel33@example.com,BASIC,9.99,2025-05-09,2025-06-04,1,433,0
1752,Tammy Campbell,chloe48@example.com,Premium,19.99,2025-05-16,2025-07-25,1,426,0
1610,Toni Miller,chloe58@example.org,BASIC,9.99,2025-06-08,2025-12-31,0,403,0
1534,Jeremy Larson,walkerkeith@example.com,Premium ,19.99,2024-10-26,2025-05-25,3,628,1
2488,Maria Foster,amydavis@example.org,PREM,19.99,2025-05-24,2025-07-11,0,418,1
1650,Daniel Lynch,paultaylor@example.net,pro,39.99,2024-11-27,2025-06-28,0,596,1
2922,Brenda Phillips,kristendavis@example.net,PRO,39.99,2026-01-24,2026-05-15,0,173,1
1943,Jennifer Johnson,randyturner@example.net,Basic ,9.99,2026-05-14,2026-06-24,1,63,0
2302,Kelly Gray,hwong@example.com,Premium ,19.99,2024-11-14,2026-05-14,0,609,0
2775,Chad Rivera,ubutler@example.net,Basic ,9.99,2025-07-04,2026-04-28,0,377,0
1433,James Guerrero,omoore@example.org,pro,39.99,2025-12-19,2026-06-03,0,209,0
1120,Theresa Williams,stephen00@example.com,Pro,39.99,2026-02-28,2026-04-27,2,138,0
2393,Amy Forbes,castroangelica@example.org,premium,19.99,2026-04-03,2026-05-22,2,104,1
2755,Matthew Davis,joestephens@example.com,Pro ,39.99,2025-04-14,2025-07-12,1,458,0
2454,Katherine Adams,fsellers@example.net,Premium ,19.99,2026-04-15,2026-07-03,1,92,0
2040,Hannah Mcdonald,lrodriguez@example.net,Pro ,39.99,2024-09-28,2026-06-19,1,656,0
2476,Stephanie Sheppard,jeanlynch@example.org,Pro,39.99,2025-06-22,2025-12-21,0,389,0
2548,Keith Medina,jonathanjones@example.org,Pro,39.99,2026-05-22,2026-07-05,2,55,0
1135,Justin Barnett,charles06@example.org,Premiun,19.99,2025-06-01,,2,410,1
2694,Cynthia Hendricks,taraholloway@example.org,premium,19.99,2026-02-14,2026-03-25,0,152,1
1755,Nathan Hernandez,clayton42@example.org,PREM,19.99,2025-12-21,2026-06-09,1,207,0
1993,Rachel Gibson,kevin34@example.net,basic,9.99,2025-01-18,2025-03-23,0,544,1
1554,Michael Woods,xjoseph@example.org,BASIC,9.99,2026-03-03,2026-05-08,0,135,0
1694,Kayla Brown,kerrbradley@example.com,Basic ,9.99,2025-10-25,2026-05-12,0,264,0
2193,Courtney Jones,williamhill@example.net,PREM,19.99,2025-12-11,2026-05-05,1,217,0
2741,Dustin Brown,qharris@example.org,Premiun,19.99,2025-04-19,2025-12-16,1,453,1
1886,Kim Ramos,copelandlisa@example.net,Premium,19.99,2025-10-21,2026-04-15,1,268,1
1109,Regina Diaz,ismith@example.org,Basic ,9.99,2025-05-29,2026-03-02,2,413,1
2442,Heather Manning,kylejones@example.net,Premium ,19.99,2026-04-12,2026-06-06,0,95,0
2892,Sean Peters,ecohen@example.com,Pro ,39.99,2025-03-19,2025-03-25,1,484,0
1756,Mary Lewis,foxashley@example.com,premium,19.99,2026-04-20,2026-05-11,2,87,0
1588,Joshua Dunn,donald49@example.org,Pro ,39.99,2024-11-11,2025-05-20,1,612,1
1237,Jacqueline Gutierrez,joycesmith@example.net,Premium ,19.99,2026-04-30,2026-06-13,4,77,0
2857,Joshua Martinez,josephross@example.net,Premiun,19.99,2025-07-01,2026-02-19,1,380,0
2160,Hannah Johnson,sandra49@example.org,Basic ,9.99,2025-12-27,2026-03-05,1,201,0
1063,Dr. Hannah Patterson,casey50@example.com,Basic,9.99,2026-02-10,2026-02-26,0,156,1
1792,George Morales,ryanlong@example.org,Premium,19.99,2025-10-20,2026-04-10,1,269,1
1909,David Woods,crystal02@example.com,PREM,19.99,2025-09-11,2026-06-28,0,308,0
2953,Christina Merritt,smithmichael@example.org,basic,9.99,2026-03-21,2026-05-10,1,117,1
1281,Reginald Morrow,amber07@example.net,PRO,39.99,2024-12-14,2025-08-17,2,579,0
1818,Debra Flores,bjones@example.com,Basic ,9.99,2025-10-01,2026-06-21,0,288,0
2599,Derek Carter PhD,deckerjustin@example.org,Pro ,39.99,2025-06-03,2026-05-16,1,408,0
1990,Kathy Johnson,heather24@example.org,pro,39.99,2026-05-15,2026-05-18,1,62,1
1324,Riley Martinez,greertoni@example.org,Premium ,19.99,2024-11-30,2025-07-25,0,593,1
2273,Ashley Hunt,morgandana@example.com,Pro ,39.99,2025-05-06,2025-05-15,5,436,1
2177,Suzanne Valdez,shanebarnes@example.net,pro,39.99,2026-02-14,2026-07-13,1,152,1
2959,Michael Downs,andrewlong@example.com,Premiun,19.99,2025-04-04,2026-05-05,2,468,1
2980,Amanda Frank,wesleybutler@example.org,Basic,9.99,2025-04-26,2025-10-19,0,446,0
2483,Jeremy Edwards,stephen39@example.com,PREM,19.99,2025-01-30,2025-12-08,1,532,0
2370,Michael Glenn,oblake@example.net,basic,9.99,2024-09-25,2026-07-14,0,659,0
2352,Mary Meyer,kathleen25@example.com,Premium ,19.99,2025-04-03,2025-06-10,0,469,1
1251,Jeffrey Roberson,cassie99@example.com,Premium ,19.99,2026-05-24,2026-06-10,3,53,0
2120,Marc Yoder,brian62@example.com,Premium ,19.99,2025-10-27,2026-02-25,1,262,0
2618,Alexis Jordan,deborah70@example.org,Basic ,9.99,2024-10-13,2026-02-05,1,641,1
1614,Christopher Vargas,donnawood@example.org,Basic ,9.99,2025-01-13,2026-02-01,2,549,0
1570,Matthew Graves,tammycurry@example.com,PREM,19.99,2026-04-28,2026-05-05,1,79,1
2450,Sydney Burns,brettallen@example.com,Premium,19.99,2025-01-15,2026-07-13,1,547,0
2873,Elizabeth Taylor,harold46@example.com,Pro ,39.99,2025-11-04,2026-01-12,2,254,1
1298,Paul Lawrence,bbell@example.com,Premium ,19.99,2026-01-19,2026-03-04,3,178,1
1121,Micheal Wallace,morriseddie@example.org,Basic ,9.99,2025-01-23,2025-12-30,3,539,1
2580,Carol Gay,juliehoffman@example.org,premium,19.99,2024-08-01,2025-01-04,0,714,0
1023,Carol Tucker,michellebarrera@example.org,PRO,39.99,2025-04-06,2026-07-09,1,466,0
1354,Lisa Martinez,kthompson@example.org,BASIC,9.99,2026-01-31,2026-02-20,1,166,1
1857,James Khan,victor72@example.com,basic,9.99,2025-11-25,2026-03-27,3,233,1
2007,Danny Perez,phernandez@example.com,BASIC,9.99,2024-12-20,2026-05-07,2,573,1
2179,William Johnston,rachelwalter@example.org,PRO,39.99,2024-11-08,2025-07-23,1,615,1
1544,Stephen Hughes,tromero@example.org,pro,39.99,2026-04-08,2026-05-25,0,99,1
1572,Denise Rose,heathersalazar@example.org,basic,9.99,2025-08-18,2026-07-09,5,332,1
1613,Jonathan York,johnathan94@example.com,BASIC,9.99,2026-03-07,2026-03-08,2,131,1
1049,Ryan Bryant,jcontreras@example.net,Pro ,39.99,2025-02-22,2026-03-13,1,509,1
1173,Holly Reyes,jacobserika@example.com,Premium ,19.99,2025-04-01,2026-03-26,0,471,0
2731,Amy Russell,michelleboyd@example.net,Premium ,19.99,2026-05-10,2026-06-22,0,67,0
1480,Diana Walker,brianlloyd@example.com,Pro ,39.99,2026-05-03,2026-05-05,0,74,1
1733,Alisha Rasmussen,skinnereileen@example.org,pro,39.99,2025-11-10,2026-05-24,0,248,1
2567,Shelby Delacruz,keithharrison@example.com,BASIC,9.99,2026-04-02,2026-04-26,2,105,1
1478,Luke Moore,wilsonchristian@example.net,Basic ,9.99,2025-06-24,2025-06-26,5,387,1
2164,Heidi Hopkins,martinezashley@example.com,PRO,39.99,2026-02-20,2026-06-23,2,146,0
2380,Patricia Martin,joy52@example.com,PRO,39.99,2026-03-06,2026-04-19,1,132,1
2884,Jennifer Baker MD,ujones@example.org,Pro ,39.99,2026-04-19,2026-04-23,2,88,1
2710,Catherine Armstrong,fsims@example.com,Basic ,9.99,2025-12-31,2026-05-06,1,197,0
2874,Shannon Austin,djimenez@example.com,Basic,9.99,2026-01-18,2026-03-05,1,179,0
2699,Kelly Smith,jasonjohnson@example.org,BASIC,9.99,2025-08-29,2025-12-14,4,321,1
1741,Michael Serrano,james65@example.org,PRO,39.99,2025-04-16,2025-10-05,1,456,1
2917,Kaitlyn Cooley,eharrington@example.com,PRO,39.99,2024-08-05,2026-02-26,1,710,1
2113,Harold Flowers,kingmichael@example.com,Basic ,9.99,2026-01-15,2026-04-16,2,182,0
1256,Sharon Smith,fhughes@example.net,Pro,39.99,2026-04-06,2026-07-06,2,101,0
1366,Nicole Barker,anthony02@example.net,premium,19.99,2026-01-11,2026-02-19,1,186,0
1368,Lindsay Smith,charlene44@example.com,Premium,19.99,2026-04-02,2026-06-30,1,105,0
2817,William Conrad,nmartinez@example.org,PREM,19.99,2025-06-15,2026-01-21,1,396,0
2323,Jaime Garcia,joshua57@example.com,Pro ,39.99,2024-09-30,2024-12-26,1,654,1
2379,Heather Sheppard,sean05@example.com,PRO,39.99,2025-11-16,,2,242,0
2988,Elizabeth Johnson,mmyers@example.net,pro,39.99,2025-02-14,2026-03-19,2,517,1
1838,Kyle Gonzales,garrettbeth@example.org,basic,9.99,2026-05-28,2026-07-11,3,49,0
1056,Sara Calhoun,meadowsbrittany@example.net,Basic,9.99,2024-08-02,2025-11-03,4,713,1
1307,Joseph Carson,gary24@example.net,Premium,19.99,2026-03-27,2026-06-20,0,111,0
1785,Patricia Hawkins,melissarusso@example.net,Pro ,39.99,2025-10-26,2026-04-29,1,263,1
2114,Kristina Mckay,douglas36@example.net,PREM,19.99,2026-04-18,2026-05-13,1,89,0
2536,Andrea Estrada,michellejones@example.net,BASIC,9.99,2026-06-07,2026-06-09,0,39,0
2431,Paul Vega,michael77@example.org,Pro ,39.99,2025-05-28,2026-05-27,2,414,1
